Effective date ,S&P 500 Consumer Staples (Sector) (TR),S&P 500 Consumer Staples (Sector),S&P 500 Information Technology (Sector) (TR),S&P 500 Information Technology (Sector)
9/14/16,558.21,370.05,560.96,507.12
9/15/16,554.61,367.67,561.17,507.31
9/18/16,555.9,368.39,561.12,507.27
9/19/16,558.54,370.13,561.12,507.26
9/20/16,560.19,371.22,559.87,506.12
9/21/16,563.35,373.32,560.26,506.47
9/22/16,561.57,372.13,555.55,502.22
9/25/16,562.61,372.83,547.03,494.52
9/26/16,558.83,369.94,542.57,490.46
9/27/16,558.66,369.83,551.12,498.16
9/28/16,560.61,371.11,547.11,494.54
9/29/16,558.88,369.97,546.07,493.6
10/2/16,562.68,372.49,546.7,494.02
10/3/16,562.85,372.6,549.2,496.28
10/4/16,564.7,373.77,549.85,496.88
10/5/16,567.2,375.41,546.17,493.54
10/6/16,569.31,376.75,540.36,488.28
10/9/16,567.52,375.57,533.16,481.78
10/10/16,562.45,372.21,531.18,479.84
10/11/16,560.12,370.67,529.64,478.45
10/12/16,558.33,369.48,530.45,479.18
10/13/16,559.46,370.23,534.03,482.41
10/16/16,562.57,372.29,542.45,490.02
10/17/16,564.21,373.37,538.1,486.09
10/18/16,566.09,374.21,529.89,478.67
10/19/16,563.55,372.47,517.58,467.56
10/20/16,556.64,367.83,522.5,472
10/23/16,556.91,367.99,515.93,466.07
10/24/16,549.52,363.1,512.79,463.23
10/25/16,549.41,363.03,512.01,462.52
10/26/16,552.69,365.2,512.84,463.27
10/27/16,550.99,364.08,510.23,460.85
11/1/16,552.37,364.96,519.47,469.19
11/2/16,552.22,364.86,511.74,462.21
11/3/16,548.91,362.68,515.13,465.05
11/6/16,548.18,362.18,518.39,467.99
11/7/16,551.78,364.56,504.46,454.77
11/8/16,545.38,360.27,497.23,448.24
11/9/16,539.59,356.44,500.15,450.85
11/10/16,540.1,356.78,498.4,449.28
11/13/16,539.57,356.43,494.88,445.77
11/14/16,538.87,355.91,490.11,441.4
11/15/16,533.61,352.39,487.98,439.47
11/16/16,532.95,351.96,489.54,440.86
11/17/16,536.22,354.12,503.37,453.28
11/20/16,545.08,359.97,500.3,450.49
11/21/16,547.02,361.22,502.28,452.27
11/22/16,548.11,361.94,510.49,459.66
11/24/16,556.14,367.24,513.78,462.62
11/27/16,552.24,364.67,511.71,460.62
11/28/16,551.46,364.15,514.93,463.5
11/29/16,556.95,367.4,517.1,465.45
11/30/16,559.33,368.94,515.92,464.39
12/1/16,561.21,370.18,514.97,463.53
12/4/16,559.28,368.9,514.39,463.01
12/5/16,557.86,367.96,507.92,457.08
12/6/16,558.96,368.21,512.14,460.88
12/7/16,560.04,368.87,508.87,457.94
12/8/16,563.64,371.2,510.62,459.46
12/11/16,563.02,370.79,517.81,465.93
12/12/16,563.56,371.15,515.81,463.9
12/13/16,562.11,370.16,512.08,460.52
12/14/16,561.01,369.39,506.73,455.71
12/15/16,560.27,368.9,513.77,462.03
12/18/16,561.29,369.58,522.42,469.77
12/19/16,561.43,369.67,520.27,467.85
12/20/16,555.61,365.83,521.11,468.6
12/21/16,558.91,368.01,516.54,464.49
12/22/16,553.65,364.31,514.59,462.73
12/25/16,552.28,363.03,511.33,459.8
12/27/16,547.73,360.04,510.83,459.34
12/28/16,548.45,360.36,504.94,454.02
12/29/16,543.09,356.83,515.83,463.82
1/1/17,549.1,360.78,532.07,478.41
1/3/17,563.62,370.28,528.17,474.9
1/4/17,561.9,369.15,525.22,472.26
1/5/17,563.73,370.35,524.06,471.2
1/8/17,560,367.9,522.74,470.01
1/9/17,558.75,367.03,523.95,471.09
1/10/17,560.01,367.85,526.75,473.62
1/11/17,563.65,370.24,528.25,474.95
1/12/17,565.53,371.48,524.36,471.46
1/15/17,567.48,372.76,521.56,468.94
1/16/17,569.26,373.93,525.41,472.41
1/17/17,568.96,373.31,527.14,473.96
1/18/17,572.54,375.65,525.39,472.39
1/19/17,574.74,377.07,526.24,473.15
1/23/17,574.75,376.93,532.72,478.98
1/24/17,574.57,376.82,521.96,469.3
1/25/17,576.07,377.8,522.57,469.85
1/26/17,578.99,379.71,523.95,471.09
1/29/17,579.51,380.06,523.88,470.99
1/30/17,582.93,382.27,522.71,469.93
1/31/17,582,381.66,522.84,470.05
2/1/17,581.17,381.12,528.83,475.43
2/2/17,585.7,384.09,520.34,467.79
2/5/17,580.44,380.63,527.97,474.43
2/6/17,587.02,384.95,527.37,473.72
2/7/17,587.91,385.49,527.78,473.61
2/8/17,591.02,387.53,533.25,478.52
2/9/17,590.73,387.35,533.82,479.03
2/12/17,590.15,386.96,531.31,476.78
2/13/17,589.3,386.41,531.43,476.84
2/14/17,589.83,386.66,531.92,477.26
2/15/17,590.68,387.22,531.32,476.7
2/16/17,592.06,388.08,534.6,479.29
2/20/17,598.22,392.12,526.4,471.94
2/21/17,597.36,391.56,521.69,467.71
2/22/17,599.03,392.64,528.18,473.53
2/23/17,602.14,394.67,519.72,465.95
2/26/17,594.11,389.41,523.04,468.88
2/27/17,596.19,390.76,527.66,472.99
2/28/17,600.26,393.14,526.4,471.86
3/1/17,599.78,392.78,526.91,472.32
3/2/17,601.65,394.01,527.98,473.28
3/5/17,606.41,397.13,535.87,480.34
3/6/17,608.37,398.41,535.87,480.22
3/7/17,607.36,397.59,537.31,481.51
3/8/17,607.21,397.49,537.93,482.07
3/9/17,608.57,398.17,539.74,483.63
3/12/17,609.04,398.46,536.68,480.89
3/13/17,608.33,398,536.66,480.84
3/14/17,609.5,398.22,540.57,484.33
3/15/17,611.74,399.68,539.41,483.29
3/16/17,608.76,397.73,539.02,482.95
3/19/17,607.09,396.64,537.85,481.9
3/20/17,611.6,399.58,541.17,484.87
3/21/17,617.53,403.46,534.09,478.53
3/22/17,615.89,402.34,537.56,481.63
3/23/17,621.52,406.01,535.95,480.2
3/26/17,620.91,405.61,539.61,483.44
3/27/17,627.35,409.36,538.16,482.12
3/28/17,625.99,408.42,539.52,483.34
3/29/17,629.14,410.47,534.3,478.66
4/2/17,629.03,410.4,536.72,480.83
4/3/17,635.87,414.86,532.46,477.01
4/4/17,628.86,410.24,531.44,475.93
4/5/17,632.13,412.38,526.32,471.32
4/6/17,627.86,409.59,528.14,472.95
4/9/17,634.74,414.02,532.39,476.76
4/10/17,634.18,413.66,542.28,485.51
4/11/17,639.05,416.83,539.64,483.14
4/12/17,641.87,418.65,536.46,480.3
4/13/17,644.19,420.17,526.69,471.54
4/16/17,634.52,413.86,534.62,478.64
4/17/17,645.44,420.98,522.54,467.83
4/18/17,639.98,417.42,515.18,461.24
4/19/17,639.18,416.89,514.26,460.42
4/20/17,649.34,423.37,518.72,464.41
4/23/17,650.98,424.41,525.16,470.18
4/24/17,656.16,427.79,528.61,473.27
4/25/17,645.46,420.37,529.28,473.87
4/26/17,647.43,421.66,529.4,473.91
4/27/17,647.58,421.72,538.09,481.7
4/30/17,649.67,423.09,544.43,487.37
5/1/17,648.6,422.39,540.1,483.49
5/2/17,647.59,421.73,547.82,490.4
5/3/17,649.96,423.28,554.06,495.78
5/4/17,652.86,425.16,557.42,498.78
5/7/17,647.92,421.93,556.11,497.61
5/8/17,653.16,425.35,560.61,501.44
5/9/17,653.72,425.5,559.22,499.63
5/10/17,649.14,422.52,561.68,501.83
5/11/17,651.99,424.37,560.16,500.43
5/14/17,653.06,425.04,561.69,501.47
5/15/17,660.16,429.64,562.94,502.54
5/16/17,667.1,434.1,566.87,506.04
5/17/17,662.73,431.25,573.5,511.95
5/18/17,663.72,431.84,573.64,512.08
5/21/17,657.29,427.65,572.61,511.11
5/22/17,657.28,427.65,566.78,505.91
5/23/17,656.38,427.04,566.3,505.48
5/24/17,653.69,425.3,565.84,505.07
5/25/17,659.95,429.37,569.66,508.48
5/29/17,660.57,429.77,569.31,508.08
5/30/17,648.02,421.52,574.02,512.28
5/31/17,645.52,419.87,569.22,508
6/1/17,633.9,412.3,573.19,511.43
6/4/17,640.81,416.79,569.44,508.08
6/5/17,640.97,416.89,563.55,502.82
6/6/17,633.89,411.95,563.9,503.14
6/7/17,636.98,413.91,569.9,508.49
6/8/17,644.83,419.01,570.18,508.68
6/11/17,644.39,418.73,563.73,502.92
6/12/17,642.43,417.45,559.34,498.93
6/13/17,639.65,415.11,565.71,504.61
6/14/17,645.58,418.94,561.33,500.7
6/15/17,644.23,418.06,567.72,506.38
6/18/17,649.43,421.44,571.82,510.03
6/19/17,652.31,423.29,566.1,504.93
6/20/17,639.34,414.88,553.58,493.76
6/21/17,619.96,402.28,549.5,490.13
6/22/17,628.74,407.98,541.84,483.3
6/25/17,625.79,406.06,545.64,486.68
6/26/17,626.8,406.34,548.54,489.23
6/27/17,633.35,410.51,550.84,491.23
6/28/17,636.12,412.24,548.6,489.23
6/29/17,632.31,409.77,552.49,492.52
7/2/17,636.97,412.79,553.24,493.19
7/3/17,637.93,413.36,556.36,495.97
7/4/17,636.38,412.32,560.28,499.46
7/6/17,637.62,413.13,558.97,498.28
7/9/17,643.93,417.15,561.48,500.51
7/10/17,649.18,420.55,564.16,502.81
7/11/17,650.02,421.1,573.8,511.39
7/12/17,659.95,427.53,575.14,512.59
7/13/17,660.73,428.03,576.79,514.06
7/16/17,660.95,428.18,576.89,514.15
7/17/17,658.72,426.73,577.66,514.84
7/18/17,660.4,427.37,576.04,513.39
7/19/17,662.7,428.78,564.77,503.35
7/20/17,666.29,431.02,566.98,505.32
7/23/17,665.3,430.35,563.91,502.58
7/24/17,663.64,429.28,568.77,506.92
7/25/17,659.46,426.58,569.01,507.13
7/26/17,662.38,428.46,569.72,507.76
7/27/17,662.06,428.26,568.82,506.9
7/30/17,660.17,427.01,573.07,510.66
7/31/17,659.31,426.45,571.51,509.27
8/1/17,658.1,425.66,578.26,515.28
8/2/17,664.82,430.01,581.09,517.81
8/3/17,665.12,430.21,582.45,518.77
8/6/17,665.62,430.53,579.02,515.71
8/7/17,664.69,429.93,577.59,514.25
8/8/17,661.59,427.68,580.27,516.07
8/9/17,664.83,429.77,577.74,513.82
8/10/17,661.92,427.89,581.69,517.33
8/13/17,660.06,426.68,586.57,521.34
8/14/17,660.29,426.8,586.71,521.41
8/15/17,655.6,423.75,576.38,512.22
8/16/17,645.25,417.06,576.46,512.29
8/17/17,640.99,414.23,575.56,511.47
8/20/17,638.41,412.56,575.59,511.46
8/21/17,637.93,412.22,575.14,511.06
8/22/17,633.14,409.11,577.86,513.45
8/23/17,635.97,410.93,581.54,516.72
8/24/17,639.8,413.41,579.4,514.82
8/27/17,632.61,408.76,567.55,504.3
8/28/17,628.73,406.26,568.83,505.35
8/29/17,624.32,403.32,571.42,507.66
8/30/17,627.16,405.12,568.55,504.98
8/31/17,629.02,406.32,570.41,506.63
9/4/17,628.92,406.25,575.46,511.11
9/5/17,632.27,408.07,576.45,512
9/6/17,631.65,407.68,577.15,512.61
9/7/17,632.56,408.2,584.64,519.2
9/10/17,637.39,411.33,587.95,522.14
9/11/17,637.92,411.66,584.95,519.41
9/12/17,642.72,414.76,584.56,519.05
9/13/17,642.69,414.15,584.76,519.22
9/14/17,647.93,417.52,582.92,517.59
9/17/17,653.68,421.23,586.4,520.67
9/18/17,655.8,422.59,594.4,527.78
9/19/17,664.04,427.89,595.31,528.58
9/20/17,660.94,425.89,591.27,525
9/21/17,656.88,423.28,592.97,526.51
9/24/17,653.53,421.12,591.34,525.06
9/25/17,649.6,418.17,589.82,523.71
9/26/17,644.77,415.05,591.63,525.29
9/27/17,648.16,417.16,588.19,522.18
9/28/17,644.17,414.6,584.91,519.26
10/1/17,637.39,410.24,590.69,524.21
10/2/17,641.08,412.61,591.2,524.67
10/3/17,639.76,411.71,585.12,519.27
10/4/17,636.86,409.83,588.07,521.81
10/5/17,637.97,410.53,584.13,518.3
10/8/17,634.92,408.57,574.75,509.96
10/9/17,634.87,408.47,576.77,511.64
10/10/17,635.64,408.89,586.85,520.59
10/11/17,647.67,416.62,591.55,524.75
10/12/17,649.35,417.7,594.76,527.6
10/15/17,651.9,419.34,591.4,524.62
10/16/17,646.33,415.76,596.53,529.17
10/17/17,656,421.53,595.39,528.15
10/18/17,662.77,425.8,605.9,537.47
10/19/17,664.17,426.62,609.01,540.23
10/22/17,662.36,425.45,608.02,539.35
10/23/17,671.44,431.29,605.09,536.75
10/24/17,672.29,431.83,607.94,539.28
10/25/17,671.01,431.01,610.46,541.52
10/26/17,672.91,432.23,612.11,542.98
10/29/17,681.02,437.42,615.51,545.93
10/30/17,687.1,441.29,614.04,544.61
10/31/17,681.6,437.76,611.82,542.63
11/1/17,677.9,435.38,612.76,543.46
11/2/17,680.67,437.16,614.79,545.25
11/5/17,681.39,437.61,614.78,545.02
11/6/17,682.83,438.54,620.6,549.45
11/7/17,690.34,443.36,613.01,542.69
11/8/17,680.62,437.12,619.61,548.53
11/9/17,683.06,438.69,620.3,549.14
11/12/17,682.14,438.09,622.29,550.9
11/13/17,682.87,438.53,628.71,556.51
11/14/17,688.82,442.27,625.98,554.07
11/15/17,693.41,445.14,627.64,555.54
11/16/17,694.79,446.03,623.43,551.81
11/19/17,692.37,444.47,621.28,549.42
11/20/17,689.86,442.86,619.47,547.82
11/21/17,686.65,440.79,625.92,553.5
11/22/17,688.06,441.67,624.82,552.53
11/23/17,691.67,443.99,624.39,552.14
11/26/17,690.35,443.14,626.98,554.41
11/27/17,688.82,442.07,633.26,559.85
11/28/17,689.78,442.36,636.1,562.36
11/30/17,688.56,441.58,634.12,560.61
12/3/17,685.26,439.45,636.48,562.69
12/4/17,688.31,441.41,637.58,563.64
12/5/17,686.22,439.53,635.91,562.17
12/6/17,680.12,435.63,640.77,566.47
12/7/17,690.01,441.96,642.46,567.89
12/10/17,691.38,442.84,641.01,566.62
12/11/17,685.51,439.08,635.67,561.83
12/12/17,686.89,439.96,631.27,557.93
12/13/17,677.79,434.04,629.53,556.38
12/14/17,676.11,432.96,635.63,561.77
12/17/17,675.9,432.83,635.81,561.93
12/18/17,672.82,430.84,640.63,566.19
12/19/17,684.02,438.01,641.66,567.1
12/20/17,682.77,437.22,646.98,571.8
12/21/17,685.32,438.85,656.4,580.13
12/24/17,684.94,437.93,657.76,581.32
12/25/17,685.98,438.51,659.77,583.08
12/27/17,688.98,440.43,658.48,581.94
12/28/17,690.85,441.54,657.72,581.26
12/31/17,692.88,442.83,662.49,585.48
1/1/18,692.62,442.62,655.62,579.24
1/3/18,685.1,437.82,652.58,576.47
1/4/18,683.87,437.02,651.09,575.11
1/7/18,680.94,435.14,657.1,580.39
1/8/18,684.57,437.46,657.64,580.86
1/9/18,679.81,434.35,653.96,577.61
1/10/18,682.75,436.23,655.28,578.77
1/11/18,683.93,436.99,648.65,572.92
1/14/18,679.57,434.2,661,583.82
1/15/18,683.29,436.58,668.68,590.6
1/16/18,683.52,436.71,668.19,590.18
1/17/18,683.56,436.74,664.53,586.94
1/18/18,678.09,433.24,667.83,589.86
1/22/18,680.56,434.72,667.79,589.82
1/23/18,680.52,434.17,665.38,587.7
1/24/18,674.14,430.1,651.72,575.63
1/25/18,668.09,426.24,645.13,569.81
1/28/18,666.29,425.06,640.84,566.02
1/29/18,670.93,428.02,634.9,560.71
1/30/18,658.78,420.24,644.36,569.03
1/31/18,659.94,420.98,645.83,570.33
2/1/18,657.07,419.15,631.85,557.98
2/4/18,642.47,409.84,635.16,560.89
2/5/18,646.04,412.1,635.43,560.92
2/6/18,646.55,412.43,643.84,567.6
2/7/18,653.48,416.86,653.21,575.87
2/8/18,659.46,420.66,655.29,577.69
2/11/18,662.28,422.47,662.82,584.33
2/12/18,669.36,426.98,664.88,586.08
2/13/18,666.24,424.91,670.84,591.33
2/14/18,669.16,426.7,672.32,592.6
2/15/18,673.06,429.19,673.53,593.24
2/19/18,668.72,426.38,670,590.12
2/20/18,666.66,425.06,672.02,591.89
2/21/18,670.04,427.22,669.77,589.9
2/22/18,668.65,426.31,673.22,592.95
2/25/18,671.09,427.87,671.03,591
2/26/18,673.73,429.55,671.92,591.72
2/27/18,672.58,428.71,676.54,595.78
2/28/18,675.76,430.74,675.75,595.09
3/1/18,680.52,433.77,669.98,589.9
3/4/18,677.03,431.55,680.33,599.01
3/5/18,686.54,437.58,680.96,599.56
3/6/18,684.8,436.11,681,599.6
3/7/18,684.6,435.93,679,597.83
3/8/18,685.91,436.55,678.25,597.11
3/11/18,686.81,437.12,677.04,596.05
3/12/18,686.85,437.15,678.76,597.5
3/13/18,688.16,437.4,668.18,588.16
3/14/18,684.3,434.9,663.69,584.21
3/15/18,684.29,434.89,672.48,591.95
3/18/18,689.05,437.92,681.59,599.96
3/19/18,690.23,438.67,678.03,596.83
3/20/18,684.23,434.86,682.44,600.71
3/21/18,687.21,436.74,679.36,598
3/22/18,687.48,436.91,676.99,595.91
3/25/18,686.78,436.47,681.89,600.22
3/26/18,691.16,438.84,672.93,592.33
3/27/18,690.57,438.46,668.82,588.69
3/28/18,689.43,437.67,672.03,591.48
3/29/18,692.01,439.31,677.58,596.36
4/1/18,696.12,441.92,686.71,604.21
4/2/18,695.72,441.67,686.55,604.07
4/3/18,696.65,442.2,682.6,600.6
4/4/18,697.15,442.51,667.45,587.18
4/5/18,694.11,440.57,662.46,582.77
4/8/18,696.04,441.79,668.08,587.7
4/9/18,698.93,443.55,678.64,596.87
4/10/18,702.21,445.54,661.64,581.92
4/11/18,695.91,441.54,653.9,575.11
4/12/18,692.24,439.21,660.75,581.14
4/15/18,697.38,442.47,663.77,583.8
4/16/18,699.61,443.88,670.74,589.93
4/17/18,706.13,448.02,668.7,588.13
4/18/18,706.97,448.37,671.61,590.69
4/22/18,707.19,448.49,674.45,593.19
4/23/18,706.28,447.91,668.35,587.83
4/24/18,705.83,447.15,675.46,594.08
4/25/18,708.01,448.53,666.22,585.95
4/26/18,709.16,449.26,672.52,591.43
4/29/18,717.59,454.57,677.49,595.8
4/30/18,714.6,452.67,679.53,597.59
5/1/18,716.46,453.85,679.4,597.47
5/2/18,715.59,453.3,677.87,596.13
5/3/18,715.29,453.11,680.81,598.5
5/6/18,714.59,452.67,672.78,591.44
5/7/18,709.93,449.72,671.95,590.5
5/8/18,717.33,454.19,673,590.83
5/9/18,718.12,454.69,674.16,591.85
5/10/18,721.52,456.84,684.18,600.6
5/13/18,722.01,457.15,685.21,601.1
5/14/18,723.61,458.09,681.27,597.59
5/15/18,719.56,455.47,675.87,592.85
5/16/18,713.14,451.4,680.19,596.63
5/17/18,717.58,454.22,685.84,601.57
5/20/18,715.9,453.07,682.55,598.65
5/21/18,712.98,451.23,688.05,603.48
5/22/18,717.61,454.14,688.81,604.14
5/23/18,716.38,453.36,695.48,610
5/24/18,717.35,453.97,702.42,616.06
5/28/18,719.35,455.24,700.14,613.97
5/29/18,718.82,454.8,704.73,618
5/30/18,724.68,458.48,705.24,618.45
5/31/18,729.89,461.78,704.14,617.35
6/3/18,728.05,460.6,703.45,616.74
6/4/18,725.59,459.05,705.26,618.33
6/5/18,728.43,460.46,710.93,623.31
6/6/18,730.96,462.06,714.05,626.02
6/7/18,732.9,463.23,716.33,627.94
6/10/18,732.02,462.67,717.24,628.74
6/11/18,732.38,462.9,715.49,627.15
6/12/18,730.08,461.45,708.78,621.24
6/13/18,724.81,457.51,713.37,625.26
6/14/18,724.84,457.53,713.58,625.45
6/17/18,727.31,459.08,715.01,626.68
6/18/18,727.26,459.04,718.88,630.07
6/19/18,735.9,464.49,717.45,628.82
6/20/18,740.62,467.46,715.11,626.77
6/21/18,738.03,465.82,716.96,628.39
6/24/18,733.93,463.23,713.31,625.19
6/25/18,730.98,460.96,717.39,628.75
6/26/18,730.52,460.66,716.3,627.78
6/27/18,727.77,458.87,720.56,631.47
6/28/18,728.76,459.49,721.69,632.46
7/1/18,728.5,459.33,729.39,639.21
7/2/18,730.38,460.45,729.76,639.34
7/3/18,732.05,461.48,733.56,642.67
7/4/18,736.29,464.14,733.54,642.56
7/8/18,736.86,464.5,726.34,636.23
7/9/18,735.84,463.79,729.82,639.27
7/10/18,738.77,465.51,727.68,637.4
7/11/18,738.18,465.13,730.82,640.15
7/12/18,738.78,465.51,736.45,645.08
7/15/18,741.62,467.3,735,643.81
7/16/18,735.6,463.51,742.06,650
7/17/18,735.79,463.06,732.36,641.5
7/18/18,730.95,459.91,742.12,650.05
7/19/18,738.14,464.44,741.56,649.56
7/22/18,734.99,462.43,747.96,655.16
7/23/18,733.52,461.51,749.3,656.34
7/24/18,732.7,460.99,749.31,656.35
7/25/18,735.42,462.67,747.57,654.82
7/26/18,732.17,460.63,748.9,655.99
7/29/18,728.4,458.25,745.07,652.57
7/30/18,724.57,455.85,746.92,654.17
7/31/18,717.28,451.26,732.26,641.32
8/1/18,704.96,443.51,729.29,638.72
8/2/18,710.36,446.91,734.19,642.99
8/5/18,713.21,448.7,727.53,636.95
8/6/18,709.83,446.57,726.27,635.61
8/7/18,716.31,450.43,723.62,632.73
8/8/18,710.51,446.79,728.66,637.14
8/9/18,717.53,451.2,732.85,640.8
8/12/18,723,454.64,731.36,639.5
8/13/18,722,454.01,739.75,646.79
8/14/18,723.89,455.15,740.66,647.56
8/15/18,726.93,457.06,741.5,648.29
8/16/18,727.72,457.56,749.37,655.17
8/19/18,731.98,460.24,755.04,659.66
8/20/18,733.81,461.27,755.01,659.64
8/21/18,733.77,461.24,758.88,663.02
8/22/18,734.69,461.79,759.02,663.14
8/23/18,733.37,460.97,759.16,663.24
8/26/18,737.2,463.37,759.77,663.77
8/27/18,736.68,463.05,759.4,663.4
8/28/18,737.31,463.35,757.75,661.94
8/29/18,737.23,463.26,761.31,664.91
8/30/18,738.08,463.79,762.36,665.83
9/3/18,737.73,463.57,756.99,661.11
9/4/18,739.04,464.02,756.29,660.5
9/5/18,740.67,465.03,761.19,664.77
9/6/18,744.78,467.61,762.41,665.77
9/9/18,740.14,464.63,757.52,661.5
9/10/18,737.92,463.24,763.91,667.03
9/11/18,741.12,465.25,764.87,667.84
9/12/18,741.8,465.03,761.52,664.9
9/13/18,736.91,461.97,756.71,660.7
9/16/18,740.17,464.01,761.83,665.17
9/17/18,745.72,467.47,763.24,666.39
9/18/18,744.65,466.8,768.25,670.76
9/19/18,746.25,467.8,765.46,668.32
9/20/18,747.88,468.82,759.63,663.23
9/23/18,746.73,468.1,758.05,661.85
9/24/18,740.44,463.73,763.05,666.22
9/25/18,749.48,469.38,745.65,651.03
9/26/18,740.1,463.5,754.79,659
9/27/18,742.9,465.18,754.13,658.37
9/30/18,742.56,464.98,756.11,659.92
10/1/18,742.71,465.07,743.7,649.07
10/2/18,738.35,462.28,744,649.33
10/3/18,739.33,462.89,749.73,654.33
10/4/18,747.65,468.1,749.69,654.23
10/7/18,748.16,468.42,737.32,643.4
10/8/18,744.5,466.13,751.91,656.11
10/9/18,755.2,472.73,739.35,645.16
10/10/18,748.16,468.32,718.75,627.18
10/11/18,751.87,470.65,709.79,619.36
10/14/18,741.47,464.14,711.79,621.11
10/15/18,740.97,463.82,706.61,616.46
10/16/18,732.23,458.18,702.62,612.98
10/17/18,726.93,454.85,711.03,620.32
10/18/18,735.22,460.04,715.79,624.47
10/21/18,745.8,466.66,731.25,637.96
10/22/18,748.79,468.45,727.22,634.44
10/23/18,750.53,469.05,738.33,644.14
10/24/18,749.99,468.71,744.29,649.34
10/25/18,756.14,472.55,744.58,649.59
10/28/18,758.05,473.72,755.16,658.82
10/29/18,761.03,475.58,754,657.74
10/30/18,760.17,475.02,755.81,659.28
10/31/18,764.39,477.65,769.1,670.87
11/1/18,769.58,480.9,772.18,673.55
11/4/18,772.33,482.61,772.54,673.86
11/5/18,776.49,485.21,774.83,675.64
11/6/18,782.21,488.78,775.18,675.17
11/7/18,783.77,489.76,774.92,674.94
11/8/18,785.88,491.08,776.97,676.73
11/11/18,789.25,493.18,777.69,677.36
11/12/18,787.85,492.3,779.63,678.96
11/13/18,788.1,492.37,784.29,683
11/14/18,791.91,494.67,789.12,687.21
11/15/18,787.02,491.62,787.78,686.04
11/18/18,791.87,494.65,791.4,688.66
11/19/18,794.87,496.48,786.34,684.23
11/20/18,798.4,498.66,791.4,688.62
11/21/18,794.75,496.39,793.07,690.07
11/22/18,798.34,498.6,798.63,694.91
11/25/18,797.51,498.07,799.18,695.36
11/26/18,798.64,498.76,806.5,701.58
11/27/18,801.98,500.41,809.51,704.2
11/29/18,811.75,506.5,800.55,696.4
12/2/18,806.77,503.4,802.6,698.19
12/3/18,809.75,505.24,806.32,701.39
12/4/18,804.2,501.21,807.18,702.13
12/5/18,803.45,500.74,805.87,701
12/6/18,804.57,501.44,796.12,692.45
12/9/18,802.73,500.29,799.86,695.71
12/10/18,800.22,498.72,,
